회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본금(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일
에스엔유프리시젼(주),80000,2018,-11.75,0,12.15,6.25,4.09,48.7,17.36,15625000,5552990,5706630,2005-01-25
에스엔케이폴리텍(주),91340,2018,-2.57,477.14,3.72,5.01,3.12,50.64,26.39,5851861,458300,2938060,2007-07-30
에스엔케이폴리텍(주),91340,2021,41.68,344.8,7.79,3.36,2.12,59.95,29.79,5851861,986830,1954186,2007-07-30
에스엔케이폴리텍(주),91340,2020,-14.38,-25.26,-7.33,0.73,0.47,58.05,30.28,5851861,-655520,439344,2007-07-30
에스엔케이폴리텍(주),91340,2019,-15.29,-79.99,-2.49,0.95,0.63,51.42,26.79,5851861,-259568,587845,2007-07-30
에스엘(주),5850,2020,23.5,-7.68,5.6,4.09,3.06,33.3,0.01,24101639,42027244,46958423,1988-11-08
에스엘(주),5850,2021,31.24,110.5,8.8,7.91,6.03,29.07,0,24101639,86714979,98847221,1988-11-08
에스엘(주),5850,2019,83.25,169.71,4.78,5.45,4.19,34.65,0.03,24101639,29091979,50865172,1988-11-08
에스엘(주),5850,2018,-7.14,-84.34,-0.63,2.52,2.03,23.16,0.01,16932545,-2085724,18859349,1988-11-08
에스와이(주),109610,2019,-21.08,0,-3.03,-7.17,-2.71,179.17,41.11,12474673,-4249493,-7535145,2015-12-29
에스와이(주),109610,2018,78.18,2965.8,1.36,2.69,1.17,150.27,36.32,12474664,2418457,2866615,2015-12-29
에스와이(주),109610,2020,-20.1,0,-1.31,-4.88,-1.73,185.59,44.16,12515741,-1461445,-4791523,2015-12-29
에스와이(주),109610,2021,16.32,0,4.76,4.62,2.04,87.36,26.61,23434541,6200153,5509193,2015-12-29
에스지씨에너지(주),5090,2021,38.54,179.23,15.58,4.21,1.48,198.41,57.55,73385020,30070575,15292544,1993-01-06
에스지씨에너지(주),5090,2020,-19.98,0,2.23,2.97,1.08,142.08,42.98,24272090,3112488,5476644,1993-01-06
에스지씨에너지(주),5090,2018,26.41,0,-8.09,-3.48,-1.32,170.77,51.82,24272090,-13976022,-8010914,1993-01-06
에스지씨에너지(주),5090,2019,0.74,0,-2.58,-1.24,-0.43,203.99,53.64,24272090,-4493588,-2479307,1993-01-06
에스지씨이테크건설(주),16250,2019,65.54,56.34,1.8,8.78,2.65,295.13,22.6,14000000,10927197,15046214,1999-12-28
에스지씨이테크건설(주),16250,2018,-7.06,51.18,2.7,5.87,2.17,166.85,18.93,14000000,9913194,9624295,1999-12-28
에스지씨이테크건설(주),16250,2021,28.87,113.27,5.41,10.44,3.56,247.83,8.39,10121235,32596633,26335811,1999-12-28
에스지씨이테크건설(주),16250,2020,-22.92,-17.93,0.12,4.93,1.59,164.17,15.39,14000000,571104,12348435,1999-12-28
에스지에이(주),49470,2020,-16.87,0,-13.35,-4.69,-2.86,69.81,26.62,48362249,-1865731,-1895092,2001-10-11
에스지에이(주),49470,2021,73.64,0,2.68,13.92,9.78,21.14,4.67,52412249,649293,6137233,2001-10-11
에스지에이(주),49470,2018,23.12,0,4.64,-0.44,-0.29,57.67,19.38,48279469,718166,-225314,2001-10-11
에스지에이(주),49470,2019,8.71,0,-5.56,-7.79,-4.93,58.42,20.05,48362249,-935180,-3534242,2001-10-11
에스지에이솔루션즈(주),184230,2019,6.14,0,-19.02,-3.51,-2.63,27.52,15.87,3667603,-1301489,-1787529,2013-12-20
에스지에이솔루션즈(주),184230,2018,-19.53,0,-31.85,-3.93,-2.77,39.27,21.83,3390510,-2052998,-1929186,2013-12-20
에스지에이솔루션즈(주),184230,2020,16.23,0,13.2,-1.64,-1.21,52.33,21.1,3667603,1049618,-617514,2013-12-20
에스지에이솔루션즈(주),184230,2021,-6.78,0,7.69,-6.94,-4.62,48.64,18.11,4291848,569797,-2007517,2013-12-20
에스지이(주),255220,2021,16.13,0,0.53,-18.32,-5,271.3,46.65,4079571,299750,-11332637,2018-01-26
에스지이(주),255220,2020,-10.53,0,3.07,-8.77,-2.42,261.53,50.57,3672003,1500220,-5184381,2018-01-26
에스지이(주),255220,2018,,,,,,,,1250602,3195550,2154885,2018-01-26
에스지이(주),255220,2019,0,0,3.97,12.34,3.39,264.49,49.03,1250602,2168682,6909455,2018-01-26
에스케이(주),34730,2019,31.16,22.45,61.6,8.21,5.18,58.38,26.6,15385000,1298201000,1095741000,2009-11-11
에스케이(주),34730,2018,-17.68,43.49,54.99,7.15,4.58,58.76,33.23,15385000,883657000,894839000,2009-11-11
에스케이(주),34730,2021,-29.64,13.8,37.36,7.89,4.89,61.26,31.32,15385000,510748000,1179225000,2009-11-11
에스케이(주),34730,2020,-7.81,-5.43,56.4,7.34,4.59,61.34,32.35,15385000,1095954000,1036258000,2009-11-11
에스케이가스(주),18670,2020,-7.19,413.47,5.99,10.69,4.43,140.34,47,46151220,115093637,166471647,1997-08-27
에스케이가스(주),18670,2021,25.39,-24.87,2.98,7.31,2.94,156.05,48.35,46151220,71700750,125070220,1997-08-27
에스케이가스(주),18670,2018,8.95,72.7,2.19,2.63,1.27,102.51,35.56,45270835,48978793,34685080,1997-08-27
에스케이가스(주),18670,2019,-7.46,-6.53,2.89,2.26,1.01,142.13,42.5,45708905,59781300,32420808,1997-08-27
에스케이네트웍스(주),1740,2019,-10.34,0,0.64,-0.12,-0.03,287.36,49.03,648654000,35613000,-2586000,1977-06-30
에스케이네트웍스(주),1740,2018,-33.76,0,0.44,-0.23,-0.08,194.76,37.72,648654000,26882000,-5268000,1977-06-30
에스케이네트웍스(주),1740,2020,-25.47,0,-0.16,1.88,0.52,233.11,45.33,648654000,-6736000,39088000,1977-06-30
에스케이네트웍스(주),1740,2021,-4.39,86.65,-0.48,3.64,1.15,201.53,45.44,648654000,-18979000,72957000,1977-06-30
에스케이디스커버리(주),6120,2021,68.07,96.99,86.68,2.36,2.02,21.04,15.89,111677150,30607255,22772417,1976-06-29
에스케이디스커버리(주),6120,2020,-15.85,0,77.28,1.21,1.01,12.09,9.71,111677150,16236118,11560095,1976-06-29
에스케이디스커버리(주),6120,2018,-97.46,-63.12,75.88,0.63,0.38,29.57,16.56,111677150,10953883,7282945,1976-06-29
에스케이디스커버리(주),6120,2019,72.97,0,82.54,-1.56,-1.21,27.5,18.22,111677150,20609577,-14840930,1976-06-29
에스케이디앤디(주),210980,2019,-60.02,0,-5.08,-3.66,-0.86,342.84,63.5,18990164,-6531308,-10720341,2015-06-23
에스케이디앤디(주),210980,2018,99.98,-16.44,19.69,16.45,4.64,299.65,49.74,16155000,63371549,42157232,2015-06-23
에스케이디앤디(주),210980,2021,66.32,54.94,7.14,12.06,4.12,178.24,56.21,24190164,24156528,67259533,2015-06-23
에스케이디앤디(주),210980,2020,58.09,0,16.86,10.12,2.81,209.16,53.34,24190164,34297308,43411440,2015-06-23
에스케이렌터카(주),68400,2020,32.86,62.93,7.52,3.71,0.72,429.32,70.62,17882570,31889321,11283949,2012-07-27
에스케이렌터카(주),68400,2018,3.48,6.68,5.92,3.14,0.66,360.91,68.66,11073150,17893221,7884486,2012-07-27
에스케이렌터카(주),68400,2021,18.68,76.53,9.1,4.76,0.9,428.27,70.06,23642920,45801415,19919946,2012-07-27
에스케이렌터카(주),68400,2019,5.67,-12.16,6.94,2.7,0.57,395.63,72.29,11073150,22175651,6925586,2012-07-27
에스케이바이오사이언스(주),302440,2021,314.47,0,46.58,12.15,8.63,33.36,5.71,38250000,119869815,94736445,2021-03-18
에스케이바이오사이언스(주),302440,2019,,,,,,,,10200000,8823191,5697663,2021-03-18
에스케이바이오사이언스(주),302440,2020,0,0,-12.09,-3.51,-1.87,87.23,31.46,10200000,-7504785,-7551437,2021-03-18
에스케이바이오팜(주),326030,2021,0,0,21.53,21.82,17.45,25.06,2.09,39156625,46259148,99461404,2020-07-02
에스케이바이오팜(주),326030,2020,,,,,,,,39156625,-83801518,-87305495,2020-07-02
에스케이씨(주),11790,2021,-15.51,-93.74,0.31,1.57,1.02,50.81,21.52,189341490,800046,31196400,1997-07-18
에스케이씨(주),11790,2020,-53.6,1135.75,3.02,28.09,16.42,57.26,21.52,187672775,9304930,498150316,1997-07-18
에스케이씨(주),11790,2019,-6.68,-10.74,7.57,2.6,1.43,88.8,31.09,187672775,50215519,40311594,1997-07-18
에스케이씨(주),11790,2018,0.24,-7.5,9.48,2.92,1.65,74.73,28.93,187672775,67428647,45161652,1997-07-18
에스케이아이이테크놀로지(주),361610,2021,,,,,,,,71297592,70078682,52040913,2021-05-11
에스케이제5호기업인수목적(주),337450,2021,0,0,0,-0.18,-0.15,19.31,,431000,,-14805,2019-12-04
에스케이제5호기업인수목적(주),337450,2020,,,,,,,,431000,,21056,2019-12-04
에스케이제6호기업인수목적(주),340350,2021,0,0,0,0.01,0.01,14.77,,571000,,757,2020-03-11
에스케이제6호기업인수목적(주),340350,2020,,,,,,,,571000,,-18956,2020-03-11
에스케이증권(주),1510,2021,-3.79,0,6.18,4.1,0.42,847.29,,238251343,0,23503433,1986-09-20
에스케이증권(주),1510,2018,12.89,-60.66,4.32,1.87,0.2,876.41,,162014843,0,8162716,1986-09-20
에스케이증권(주),1510,2020,64.93,0,-1.72,-1.23,-0.14,901.89,,238251343,0,-6831265,1986-09-20
에스케이증권(주),1510,2019,13.62,218.2,10.92,5.19,0.61,660.64,,238251343,0,25974046,1986-09-20
에스케이케미칼(주),285130,2020,-23.26,1139.45,6.28,29.99,13.84,117.59,38.53,66000330,28548065,258969054,2018-01-05
에스케이케미칼(주),285130,2018,,,,,,,,65192610,29985878,20311529,2018-01-05
에스케이케미칼(주),285130,2019,0,0,7.53,2.63,1.22,115.58,41.99,66000330,44570171,20893872,2018-01-05
에스케이케미칼(주),285130,2021,15.34,44.52,5.92,34.54,18.35,65.99,19.55,66050330,31041982,374271821,2018-01-05
에스케이텔레콤(주),17670,2019,-4.56,37.96,10.26,4.79,2.88,70.67,23.48,44639000,580960000,806007000,1989-11-07
에스케이텔레콤(주),17670,2021,2.38,13.1,10.59,3.66,2.05,81.68,27.07,44639000,635662000,650024000,1989-11-07
에스케이텔레콤(주),17670,2020,3.58,-28.69,9.01,3.33,1.92,75.92,25.1,44639000,528204000,574742000,1989-11-07
에스케이텔레콤(주),17670,2018,-4.31,-16.81,12.44,3.77,2.27,62.57,22.02,44639000,737536000,584213000,1989-11-07
에스케이하이닉스(주),660,2021,19.48,53.11,21.34,5.85,4.41,35.23,15.47,3657652000,3870443000,2902346000,1996-12-26
에스케이하이닉스(주),660,2018,47.83,71.71,51.81,22.28,16.71,31.67,10.21,3657652000,9844075000,7400482000,1996-12-26
에스케이하이닉스(주),660,2019,-34.65,-82.14,12.74,3.09,2.41,25.46,11.88,3657652000,1582391000,1321511000,1996-12-26
에스케이하이닉스(주),660,2020,22.27,43.44,16.34,4.07,3.19,29.64,13.34,3657652000,2480317000,1895565000,1996-12-26
에스텍(주),69510,2020,-13.72,0.11,-2.1,5.15,3.84,28.88,0,5455000,-1788671,5481532,2003-11-14
에스텍(주),69510,2021,43.77,52.29,5.19,7.47,5.69,33.53,0.02,5455000,6358462,8347859,2003-11-14
에스텍(주),69510,2018,5.65,22.36,2.12,6.07,4.46,38.62,0,5455000,1889218,6036363,2003-11-14
에스텍(주),69510,2019,11.05,-9.29,2.46,5.27,3.79,39.54,0,5455000,2431876,5475501,2003-11-14
에스트래픽(주),234300,2018,0,0,-22.31,-5.67,-2.87,97.78,31.22,5960590,-3259610,-2709033,2017-12-05
에스트래픽(주),234300,2019,-4.73,0,-26.84,-6.92,-3.23,131.45,35.27,5960590,-3736697,-3232094,2017-12-05
에스트래픽(주),234300,2020,42.64,0,-18.91,-6.97,-2.84,159.87,31.75,5960590,-3755542,-3069904,2017-12-05
에스트래픽(주),234300,2021,140.04,0,6.1,7.12,2.47,214.08,20.11,10413080,2909866,3140591,2017-12-05
에스티팜(주),237690,2020,44.5,0,-21.25,0.64,0.59,10.65,4.66,9328000,-10338771,1973098,2016-06-23
에스티팜(주),237690,2021,12.02,0,-5.4,-0.12,-0.09,55.14,27.19,9328000,-2941750,-363416,2016-06-23
에스티팜(주),237690,2018,-38.93,-80.25,8.2,1.71,1.58,5.34,0.04,9328000,5237762,5856002,2016-06-23
에스티팜(주),237690,2019,-47.26,0,-37,-2.43,-2.31,4.97,0.15,9328000,-12458127,-8038370,2016-06-23
에스퓨얼셀(주),288620,2021,-16.19,-36.54,3.95,1.05,0.53,76.05,24.68,3437158,704944,515681,2018-10-15
에스퓨얼셀(주),288620,2019,0,0,4.42,1.01,0.53,92.32,23.46,2872158,704898,308647,2018-10-15
에스퓨얼셀(주),288620,2018,,,,,,,,2213808,2186981,1741641,2018-10-15
에스퓨얼셀(주),288620,2020,33.53,163.28,6.7,2.57,1.18,140.36,28.39,2872158,1428338,812594,2018-10-15
에쓰-오일(주),10950,2021,39.11,0,10.04,12.66,4.33,179.55,30.91,291512000,1199327000,756190000,1987-05-27
에쓰-오일(주),10950,2020,-26.51,0,-13.65,-15.91,-5.54,207.19,47.63,291512000,-1172342000,-948296000,1987-05-27
에쓰-오일(주),10950,2019,2.36,0,1.54,-0.52,-0.2,169.61,43.44,291512000,179409000,-34191000,1987-05-27
에쓰-오일(주),10950,2018,15.7,-23.86,5.74,5.5,2.3,153.68,35.88,291512000,655239000,352774000,1987-05-27
에쓰씨엔지니어링(주),23960,2019,-47.6,-68.24,3.14,2.03,0.95,86.48,19.63,12508294,1029185,850661,1997-06-23
에쓰씨엔지니어링(주),23960,2018,23.07,823.83,5.05,7.14,2.73,142.66,14.55,12508294,3157129,2678363,1997-06-23
에쓰씨엔지니어링(주),23960,2021,-78.91,0,-20.94,-5,-1.8,172.87,21.02,14415294,-4474889,-1431945,1997-06-23
에쓰씨엔지니어링(주),23960,2020,209.27,793.46,1.42,21.19,9.37,182.13,17.72,12508294,1442839,7600306,1997-06-23
에어부산(주),298690,2019,0,0,-4.97,-18.67,-4.04,362.49,49.88,52070000,-16400444,-23102397,2018-12-27
에어부산(주),298690,2021,-31.84,0,-121.37,-200.47,-10.57,1718.61,52.18,82070000,-96656402,-110319881,2018-12-27
에어부산(주),298690,2020,-64.62,0,-76.98,-119.77,-13.08,1883.19,60.2,52070000,-89945806,-105570885,2018-12-27
에어부산(주),298690,2018,,,,,,,,50000000,18759732,17607748,2018-12-27
에이디엠코리아(주),187660,2021,,,,,,,,2183625,1849707,1640225,2021-06-03
에이비엘바이오(주),298380,2019,0,0,-665.1,-8.62,-7.96,8.28,1.34,22651675,-15362577,-12925098,2018-12-19
에이비엘바이오(주),298380,2018,,,,,,,,19293500,-8122787,-101342746,2018-12-19
에이비엘바이오(주),298380,2021,114.29,0,-555.67,-17.81,-15.96,7.88,1.22,23561638,-23154097,-16925064,2018-12-19
에이비엘바이오(주),298380,2020,-15.82,0,-1800.87,-22.34,-20.16,14.26,1.42,23123113,-35017503,-29146175,2018-12-19
에이에프더블류(주),312610,2020,0,0,14.71,1.77,1.63,8.38,5.36,5064222,1001987,1300744,2019-07-01
에이에프더블류(주),312610,2021,-51.18,0,-40.58,-0.88,-0.84,2.25,0.67,10128444,-1349831,-647331,2019-07-01
에이에프더블류(주),312610,2019,,,,,,,,5064222,3148773,2250991,2019-07-01
에이치디씨(주),12630,2018,-98.48,354.11,21.78,44.14,27.41,6.85,0,157229800,6273148,849069564,1996-10-16
에이치디씨(주),12630,2021,23.12,-18.57,71.79,1.65,1.49,12.26,5.11,298708605,30612636,32466098,1996-10-16
에이치디씨(주),12630,2020,8.21,44.8,66.08,2.06,1.95,9.16,5.57,298708605,22889412,39870873,1996-10-16
에이치디씨(주),12630,2019,11.14,-96.76,62.38,1.79,1.71,2.47,0,298708605,19965672,27534318,1996-10-16
에이치디씨아이콘트롤스(주),39570,2018,7.77,-5.85,4.89,4.25,3.07,36.81,0.3,8230000,6289139,7649426,2015-09-24
에이치디씨아이콘트롤스(주),39570,2021,-30.09,-39.54,6.04,3.96,2.85,27.29,0.31,8230000,6527985,6407258,2015-09-24
에이치디씨아이콘트롤스(주),39570,2020,48.13,93.07,5.78,6.03,4.32,51.55,0.36,8230000,8929807,10597959,2015-09-24
에이치디씨아이콘트롤스(주),39570,2019,-18.81,-28.24,4.43,2.81,2.11,29.37,0.46,8230000,4627748,5489117,2015-09-24
에이치디씨현대산업개발(주),294870,2019,0,0,12.68,11.46,5.34,114.67,16.77,219691100,295461590,234847133,2018-06-12
에이치디씨현대산업개발(주),294870,2020,-15.98,-8.14,14.42,8.99,4.22,111.4,27.87,329536650,282383533,215731351,2018-06-12
에이치디씨현대산업개발(주),294870,2018,,,,,,,,219691100,99061284,76050381,2018-06-12
에이치디씨현대산업개발(주),294870,2021,-22.73,-14.94,15.41,6.48,3.02,117.15,26.3,329536650,233125230,183508767,2018-06-12
에이치디씨현대이피(주),89470,2019,-5.7,98.6,3.33,8.71,4.12,100.26,29.24,17200000,12282070,20711304,2006-09-25
에이치디씨현대이피(주),89470,2018,0.65,-16.92,3.04,4.63,2.08,123.11,29.52,17200000,11898847,10428479,2006-09-25
에이치디씨현대이피(주),89470,2020,-23.72,-59.94,4.6,3.39,1.83,71.43,24.54,17200000,12921040,8297098,2006-09-25
에이치디씨현대이피(주),89470,2021,22.43,42.36,3.9,4.64,2.55,92.6,25.77,17200000,13424301,11811760,2006-09-25
에이치비솔루션(주),297890,2021,0,0,-17.6,-2.77,-2.69,2.77,0,4427455,-2019739,-1672051,2020-06-22
에이치비솔루션(주),297890,2020,,,,,,,,3554725,-135240,168664,2020-06-22
에이치에스디엔진(주),82740,2021,-36.3,0,-3.72,-4.08,-1.14,211.64,24,46721246,-10589709,-8790353,2011-01-04
에이치에스디엔진(주),82740,2020,63.47,0,3.8,3.16,0.8,312.85,30.85,32947142,16965645,6542210,2011-01-04
에이치에스디엔진(주),82740,2018,-42.5,0,-4.03,-1.56,-0.56,242,36.93,32947142,-10312383,-6306587,2011-01-04
에이치에스디엔진(주),82740,2019,6.89,0,-6.78,-8.49,-2.36,281.17,27.32,32947142,-18525673,-20271451,2011-01-04
에이치엘비(주),28300,2021,-34.86,0,-83.32,-2.97,-2.8,5.07,3.96,53042391,-9979901,-21746487,1996-07-27
에이치엘비(주),28300,2020,47.57,0,-10.89,-10.05,-8.59,7,5.08,26324877,-2002211,-42988990,1996-07-27
에이치엘비(주),28300,2019,-1.29,0,-8.59,-55.44,-33.78,75.6,40.38,19619258,-1070827,-69468680,1996-07-27
에이치엘비(주),28300,2018,-3.2,0,6.9,25.81,17.85,52.88,30.78,18298151,871076,24958326,1996-07-27
에이치엘비생명과학(주),67630,2018,-72.25,0,-119.82,4.72,2.32,113.95,47.17,13812023,-2823145,2366594,2008-11-25
에이치엘비생명과학(주),67630,2021,27.93,0,-56.77,-7.32,-6.7,8.75,3.83,47564021,-3560503,-22225885,2008-11-25
에이치엘비생명과학(주),67630,2019,100.01,0,3.81,-3.66,-2.53,28.48,12.84,23894710,179511,-7016741,2008-11-25
에이치엘비생명과학(주),67630,2020,4.02,0,-43.55,-6.05,-5.09,9.93,2.92,24008795,-2134781,-19320130,2008-11-25
에이치엘비제약(주),47920,2021,50.16,0,0.64,-22.85,-10.62,117.81,39.4,11178911,180776,-8809786,2015-12-21
에이치엘비제약(주),47920,2020,12.85,59.74,2.05,2.17,1.03,106.89,22.37,7021436,384093,386156,2015-12-21
에이치엘비제약(주),47920,2019,86.1,0,0.86,1.28,0.65,112.65,18.08,6924187,143298,241743,2015-12-21
에이치엘비제약(주),47920,2018,-4.93,0,-34.93,-16.8,-8.08,83.83,20.6,6924187,-3117241,-3205202,2015-12-21
에이치엘비테라퓨틱스(주),115450,2021,-21.36,0,-21.92,-1.86,-1.48,9.99,3.37,13544010,-2812381,-1928913,2010-03-26
에이치엘비테라퓨틱스(주),115450,2019,147.97,0,-12.17,-3.6,-2.47,51.22,26.04,12255418,-2006526,-2327958,2010-03-26
에이치엘비테라퓨틱스(주),115450,2018,-1.61,0,-14.94,-1.85,-1.38,36.32,21.89,11614716,-993350,-851466,2010-03-26
에이치엘비테라퓨틱스(주),115450,2020,-1.03,0,-13.14,-3.44,-2.34,43.65,23.92,12897897,-2143120,-3063572,2010-03-26
에이치엘비파워(주),43220,2018,-0.84,0,-45.92,-38.17,-17.11,93.35,12.91,29759432,-6551877,-10717522,2001-07-03
에이치엘비파워(주),43220,2019,19.88,0,13.13,4.86,2.1,183.72,52.25,30680113,2245870,1207951,2001-07-03
에이치엘비파워(주),43220,2020,-16.67,44.92,13.49,5.63,3.03,35.58,19.15,45557689,1921927,1750551,2001-07-03
에이치엘비파워(주),43220,2021,-51.67,0,-33.34,-4.35,-2.66,90.32,41.83,45557689,-2296645,-1858789,2001-07-03
에이치엠씨아이비제4호기업인수목적(주),353070,2021,,,,,,,,431000,,178,2020-07-29
에이치엠씨아이비제5호기업인수목적(주),353060,2021,,,,,,,,511500,,4044,2020-12-16
에이치엠엠(주),11200,2018,-9.13,0,-17.07,-61.61,-12.15,504.71,61.64,1568318000,-385613000,-416401000,1995-10-05
에이치엠엠(주),11200,2020,-0.88,0,4.79,-3.42,-0.64,353.61,66.4,1592050000,124703000,-44511000,1995-10-05
에이치엠엠(주),11200,2021,102.57,0,45.31,9.39,3.18,140.77,49.45,2026962000,2389031000,317340000,1995-10-05
에이치엠엠(주),11200,2019,16.24,0,-9,-53.13,-8.08,591.35,72.28,1592050000,-236381000,-383786000,1995-10-05
에이치케이이노엔(주),195940,2020,0,0,34.73,5.99,2.76,117.21,44.09,11094460,62848842,42900871,2021-08-09
에이치케이이노엔(주),195940,2019,,,,,,,,10000000,38681675,27584761,2021-08-09
에이치케이이노엔(주),195940,2021,105.07,-82.04,4.39,1.02,0.48,109.16,32.68,11561750,16283875,7706628,2021-08-09
에이케이홀딩스(주),6840,2020,-21.6,-33.46,71.43,2.85,2.49,21.09,17.18,66237805,16086308,14875475,1999-08-11
에이케이홀딩스(주),6840,2018,22.26,19.06,78.04,4.08,3.75,7.6,6.77,66237805,20641112,20250393,1999-08-11
에이케이홀딩스(주),6840,2019,8.6,10.4,79.68,4.34,4.03,7.9,7.06,66237805,22886067,22355490,1999-08-11
에이케이홀딩스(주),6840,2021,8.63,12.14,73.97,3.17,2.52,31,23.3,66237805,18097138,16681512,1999-08-11
에이테크솔루션(주),71670,2020,17.22,508.53,1.15,0.91,0.4,118.52,30.62,5000000,1147046,619533,2009-04-17
에이테크솔루션(주),71670,2018,-5.14,0,0.3,0.09,0.04,104.93,28.04,5000000,240914,58949,2009-04-17
에이테크솔루션(주),71670,2019,6.02,72.71,0.42,0.15,0.07,137.55,25,5000000,358240,101808,2009-04-17
에이테크솔루션(주),71670,2021,3.67,234.25,2.42,2.97,1.38,111.69,19.56,5000000,2505832,2070793,2009-04-17
에이프로젠제약(주),3060,2021,0.78,145.95,-7.98,0.79,0.74,1.84,0.44,199287884,-1316177,2873482,1984-10-19
에이프로젠제약(주),3060,2018,-2.83,0,-3.68,-5.53,-3.74,40.14,17.05,53941097,-545685,-6297115,1984-10-19
에이프로젠제약(주),3060,2019,12.15,0,-3.53,0.11,0.08,33.32,15.83,53991097,-588321,168827,1984-10-19
에이프로젠제약(주),3060,2020,-1.7,592.02,-5.45,0.59,0.48,15.9,8.99,120829174,-892344,1168311,1984-10-19
에이피시스템(주),265520,2021,3.15,112,11.19,17.85,6.25,139.01,24.43,7640711,28526973,25344956,2017-04-07
에이피시스템(주),265520,2020,6.69,87.8,6.33,10.17,2.91,245.25,30.91,7640711,15630638,11955273,2017-04-07
에이피시스템(주),265520,2018,0,0,5.95,12.77,2.67,378.13,38.97,7640710,19796463,12172218,2017-04-07
에이피시스템(주),265520,2019,-30.35,-47.7,6.18,6.18,1.5,254.82,36.91,7640711,14316642,6365995,2017-04-07
에이피에스홀딩스(주),54620,2019,22.9,0,-132.04,-0.78,-0.76,2.4,0.01,10895917,-2655060,-1800170,2001-12-04
에이피에스홀딩스(주),54620,2018,2.04,-98.77,-115.01,3.91,3.68,3.15,0.04,10895917,-1881680,8409972,2001-12-04
에이피에스홀딩스(주),54620,2020,19.17,0,-183.5,-3.09,-2.81,17.86,12.41,10895917,-4397300,-6577777,2001-12-04
에이피에스홀딩스(주),54620,2021,118.25,0,-2.92,0.3,0.23,41.59,21.8,10895917,-152778,550549,2001-12-04
에이피위성(주),211270,2021,-36.22,0,-14.63,-0.7,-0.52,40.87,0.22,7541152,-1706580,-566190,2016-03-04
에이피위성(주),211270,2018,127,0,-2.61,0.84,0.7,18.1,0,7507402,-471790,682392,2016-03-04
에이피위성(주),211270,2020,2.22,11.26,1.29,1.36,1.11,27.3,0.16,7507402,235688,1117804,2016-03-04
에이피위성(주),211270,2019,-0.86,47.23,1.45,1.21,1.03,17.06,0.16,7507402,260267,1004689,2016-03-04
에이피티씨(주),89970,2019,,,,,,,,2323460,9024101,7798767,2018-08-23
에이피티씨(주),89970,2020,0,0,29.9,15.64,12.97,20.61,0.01,2323460,12801205,10519246,2018-08-23
에이피티씨(주),89970,2021,168.08,179.43,31.08,34.92,27.97,27.71,1.43,2356460,35670847,29394322,2018-08-23
에코바이오홀딩스(주),38870,2018,-41.77,47.94,19.81,2.08,1.29,61.66,28.86,5763746,1959354,1211001,2001-05-29
에코바이오홀딩스(주),38870,2021,27.99,-3.15,13.13,7.31,5.72,37.12,11.28,5805497,952111,4713903,2001-05-29
에코바이오홀딩스(주),38870,2019,-16.68,44.39,29.71,3,2.17,15.98,3.07,5805497,2448159,1748598,2001-05-29
에코바이오홀딩스(주),38870,2020,-31.26,178.34,28.69,8.11,6.95,17.41,6.29,5805497,1624721,4867008,2001-05-29
에코캡(주),128540,2021,29.59,5739.18,1.85,4.51,2.51,82.02,29.79,1455880,693111,2928082,2018-12-05
에코캡(주),128540,2019,,,,,,,,1455880,2177124,2228232,2018-12-05
에코캡(주),128540,2020,0,0,-4.81,0.08,0.04,77.86,28.25,1455880,-1393141,50145,2018-12-05
에코플라스틱(주),38110,2018,-16.38,0,-0.45,-1.09,-0.36,191.82,26.93,12834685,-1340779,-1290612,2000-03-23
에코플라스틱(주),38110,2021,19.79,0,1.49,5.12,1.64,199.22,17.44,12834685,6733831,6195642,2000-03-23
에코플라스틱(주),38110,2020,8.09,0,-0.35,-0.3,-0.09,226.31,16.68,12834685,-1304135,-346796,2000-03-23
에코플라스틱(주),38110,2019,16.52,0,0.7,1.81,0.59,225.99,16.7,12834685,2434186,2142037,2000-03-23
에프엔에스테크(주),83500,2021,104.14,-32.05,3.32,2.88,1.59,39.38,12.69,4192861,1365017,1537725,2017-02-27
에프엔에스테크(주),83500,2019,12.17,0,-3.23,-1.27,-0.76,54.27,24.76,3712531,-465820,-532494,2017-02-27
에프엔에스테크(주),83500,2018,-55.21,0,-5.18,0.26,0.14,80.9,25.23,3507743,-665379,104132,2017-02-27
에프엔에스테크(주),83500,2020,40.02,0,11,4.86,2.5,128.97,16.19,3972320,2218670,2263126,2017-02-27
엑스큐어(주),70300,2020,-30.39,-80.76,-0.94,1.76,1.51,21.81,9.4,3683037,-54164,422710,2010-06-09
엑스큐어(주),70300,2021,-6.66,108.6,3.43,3.75,3.24,9.61,0.38,3683037,184864,881767,2010-06-09
엑스큐어(주),70300,2019,6.52,0,12.72,8.55,7.81,11.41,1.49,3683037,1055086,2196802,2010-06-09
엑스큐어(주),70300,2018,8.8,0,-3.85,-0.28,-0.25,7.89,0,3683037,-299652,-77059,2010-06-09
엔브이에이치코리아(주),67570,2019,-0.48,100.65,1.67,3.7,1.62,155.38,34.76,14361111,2961119,5712096,2013-12-03
