회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본금(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일
(주)신세계푸드,31440,2021,6.9,0,2.24,3.34,1.15,205.55,49.24,19362400,14509667,10045034,2010-04-29
(주)신세계푸드,31440,2019,2.66,-64.71,1.7,1.32,0.61,125.49,34.13,19362400,10823999,4260594,2010-04-29
(주)신세계푸드,31440,2018,7.92,20.88,2.88,3.81,1.95,104.49,29.94,19362400,17895614,12072894,2010-04-29
(주)신영와코루,5800,2020,3.73,125.24,2.5,1.29,1.14,16.31,5.9,4500000,2283193,3951098,1976-12-18
(주)신영와코루,5800,2021,5.67,-8.83,2.86,1.16,0.98,19.14,5.74,4500000,2759590,3602309,1976-12-18
(주)신영와코루,5800,2019,2.01,-52.53,0.23,0.58,0.53,9.45,0.44,4500000,197954,1754204,1976-12-18
(주)신영와코루,5800,2018,-5.64,-10.61,2.98,1.23,1.13,9.21,0.27,4500000,2569103,3695726,1976-12-18
(주)신원,9270,2020,-2.91,0,-0.44,-2.52,-1.18,120.75,33.19,42566620,-1493701,-4952112,1988-08-24
(주)신원,9270,2021,15.96,0,3.81,3.19,1.39,138.3,34.84,42566620,15108987,6172830,1988-08-24
(주)신원,9270,2019,21.93,0,2.83,0.1,0.05,108.23,30.1,40439446,9976982,184040,1988-08-24
(주)신원,9270,2018,-3.94,0,-0.11,-3.27,-1.47,104.27,29.48,38414446,-318593,-5991104,1988-08-24
(주)신진에스엠,138070,2019,-9.71,-28.42,6.97,2.78,2.06,33.73,19.5,4486092,1347549,1948564,2011-11-28
(주)신진에스엠,138070,2018,-7.48,-19.38,12.68,4.03,3.13,35.73,20.38,4486092,2716811,2722058,2011-11-28
(주)신진에스엠,138070,2020,-5.78,-54.42,2.04,1.26,0.91,43.89,24.55,4486092,371994,888223,2011-11-28
(주)신진에스엠,138070,2021,19.73,58.37,6.16,2.02,1.4,44.07,23.07,4486092,1344722,1406639,2011-11-28
(주)신테카바이오,226330,2021,-45.19,0,-2455.75,-8.68,-7.98,11.1,1.96,6750008,-3736163,-3569261,2019-12-17
(주)신테카바이오,226330,2019,,,,,,,,2876719,-2293975,-20305920,2019-12-17
(주)신테카바이오,226330,2020,0,0,-1179.28,-6.8,-6.37,6.68,3.12,6621008,-3273633,-2963575,2019-12-17
(주)신한금융지주회사,55550,2018,50.22,56.45,91.06,6.45,4.67,38.07,,2645053000,0,1322944000,2001-09-10
(주)신한금융지주회사,55550,2020,13.81,9.88,85.79,5.7,4.02,45.14,,2773627000,0,1322123000,2001-09-10
(주)신한금융지주회사,55550,2021,10.14,12.4,87.62,5.89,4.16,38.68,,2969641000,0,1486038000,2001-09-10
(주)신한금융지주회사,55550,2019,-6.83,-9.05,88.64,5.49,3.98,38.04,,2732463000,0,1203267000,2001-09-10
(주)신화콘텍,187270,2020,1.31,752.23,4.41,1.15,0.68,84.36,33.8,5071923,910091,578215,2014-08-08
(주)신화콘텍,187270,2021,-6.99,387.35,11.2,5.81,3.23,75.82,36.92,5071923,2148990,2817924,2014-08-08
(주)신화콘텍,187270,2019,16.03,-95,4.32,0.12,0.08,59.37,27.07,5071923,879552,67847,2014-08-08
(주)신화콘텍,187270,2018,-45.12,-76.86,7.28,2.47,1.6,48.31,29.23,5071923,1278094,1357803,2014-08-08
(주)신흥,4080,2019,0.86,-89.75,1.03,0.5,0.36,48.38,14.94,6733070,617411,471999,1991-02-08
(주)신흥,4080,2021,7.6,31.3,8.12,5.71,3.94,32.45,0.34,6733070,4980665,5322097,1991-02-08
(주)신흥,4080,2018,0.71,91.15,3.41,4.92,3.65,31.68,4.72,6733070,2018319,4603592,1991-02-08
(주)신흥,4080,2020,-4.46,758.77,3.25,4.37,2.86,57.02,16.78,6733070,1853234,4053400,1991-02-08
(주)실리콘웍스,108320,2019,9.3,-41.88,2.08,2.03,1.46,47.75,0.36,8132150,7776432,8656016,2010-06-08
(주)실리콘웍스,108320,2021,98.03,527.53,18.07,22.23,15.45,45.39,0.79,8132150,154472127,123335177,2010-06-08
(주)실리콘웍스,108320,2018,9.39,44.09,4.02,3.77,2.9,29.85,0,8132150,13738820,14892614,2010-06-08
(주)실리콘웍스,108320,2020,15.53,127.06,4.82,4.28,2.96,41.94,1.4,8132150,20787588,19654055,2010-06-08
(주)실리콘투,257720,2021,,,,,,,,4214000,5330136,4754089,2021-09-29
(주)심텍,222800,2020,39.57,0,6.21,19.89,4.26,314.94,22.68,16723884,32161903,30475923,2015-08-05
(주)심텍,222800,2021,0.02,-35.41,6.98,9.88,2.81,200.76,8.63,17079214,36147006,19683259,2015-08-05
(주)심텍,222800,2019,-4.72,0,-0.8,-19.95,-4.59,435.53,28.09,12173293,-2969474,-30585413,2015-08-05
(주)심텍,222800,2018,4.61,1027.82,2.68,1.94,0.54,258.61,20.51,12173292,10422358,3167418,2015-08-05
(주)심텍홀딩스,36710,2020,3.51,32.05,17.19,1.14,0.96,24.25,18.12,19966944,517603,1322281,2000-01-04
(주)심텍홀딩스,36710,2021,121.15,236.44,48.17,3.5,3.06,6.23,3.01,20331790,3207521,4448629,2000-01-04
(주)심텍홀딩스,36710,2019,-23.92,-56.07,37.47,0.84,0.74,13.6,10.12,19593301,1089949,1001385,2000-01-04
(주)심텍홀딩스,36710,2018,50.53,109.59,62.07,1.97,1.79,13.81,9.6,19501304,2372786,2279276,2000-01-04
(주)싸이맥스,160980,2019,-68.43,-86,0.26,1.69,1.3,24.45,13.13,5288147,70544,1718684,2015-06-17
(주)싸이맥스,160980,2018,9.77,38.79,15.4,14.23,9.96,35.83,13.27,5288147,13352037,12279424,2015-06-17
(주)싸이맥스,160980,2020,234.84,566.82,16.71,10.52,7.82,43.6,14.55,5462122,15318123,11460507,2015-06-17
(주)싸이맥스,160980,2021,47.27,68.3,15.92,14.86,10.27,45.49,13.22,5462122,21487885,19287910,2015-06-17
(주)싸이버원,356890,2021,,,,,,,,2320415,579441,671923,2021-03-11
(주)싸이토젠,217330,2019,0,0,-458.87,-8.68,-7.99,8.61,4.35,2816932,-1981002,-1760810,2018-11-22
(주)싸이토젠,217330,2021,4677.76,0,-1777.9,-7.31,-3.95,126.63,40.09,2831932,-4409366,-1551571,2018-11-22
(주)싸이토젠,217330,2018,,,,,,,,2198932,-1315618,-1295455,2018-11-22
(주)싸이토젠,217330,2020,-98.8,0,-55033.26,-14.59,-13.23,12.52,3.91,2816932,-2856727,-2601190,2018-11-22
(주)쌍방울,102280,2020,1.13,0,-22.84,-12.29,-6.47,96.37,13.82,69679814,-10269289,-23568455,2008-06-10
(주)쌍방울,102280,2021,-1.94,0,2.88,8.4,4.61,72.99,4.44,131296065,1268267,17410788,2008-06-10
(주)쌍방울,102280,2018,-5.75,0,-0.88,76.8,36.04,138.65,1.88,64562107,-435322,300669381,2008-06-10
(주)쌍방울,102280,2019,-9.81,-98.74,-1.53,0.92,0.41,85.47,10.86,64562106,-680241,3800937,2008-06-10
(주)썸에이지,208640,2019,76.95,0,-131.45,-22.62,-6.42,536.62,82.5,7628019,-2610293,-2825124,2014-12-29
(주)썸에이지,208640,2018,-48.24,0,-800.66,-36.9,-22.29,166.99,58.47,7602053,-8985324,-9424287,2014-12-29
(주)썸에이지,208640,2020,-33.23,0,-101.35,-8.37,-3.7,29.15,20.26,12492173,-1343897,-1259605,2014-12-29
(주)썸에이지,208640,2021,1691.72,0,8.51,54.71,47.68,7.79,1.37,13641402,2021156,20453116,2014-12-29
(주)쎄노텍,222420,2020,-7.64,0,-2.65,-2,-0.82,156.78,53.89,4015818,-370291,-716779,2015-08-06
(주)쎄노텍,222420,2019,-17.08,387.99,8.78,1.79,0.92,130.95,46.98,4015818,1327028,686191,2015-08-06
(주)쎄노텍,222420,2018,-20.95,-94.96,1.41,0.36,0.24,60.01,25.94,3918392,256215,140616,2015-08-06
(주)쎄노텍,222420,2021,15.82,0,8.07,2.17,0.8,190.45,57.37,4015818,1304717,706147,2015-08-06
(주)쎄니트,37760,2020,-22.43,368.16,-4.9,11.14,6.71,53.73,25.07,16916461,-1258875,7251471,2000-04-07
(주)쎄니트,37760,2021,37.82,-60.45,3.9,4.34,2.64,75.73,36.25,16916461,1381678,2867872,2000-04-07
(주)쎄니트,37760,2019,-6.74,165.67,6.32,2.43,1.36,78.92,37.47,16916461,2091123,1548919,2000-04-07
(주)쎄니트,37760,2018,9.92,18.98,3.79,0.93,0.51,78.59,37.09,16916461,1345004,583027,2000-04-07
(주)쎄트렉아이,99320,2020,29.75,31.08,15.39,8.07,5.53,46.81,0.02,3634244,5287327,5141144,2008-06-13
(주)쎄트렉아이,99320,2021,3.61,0,15.6,-12.58,-7.6,76.2,20.3,4542804,5550591,-11600707,2008-06-13
(주)쎄트렉아이,99320,2019,26.11,179.16,16.17,6.77,5.05,44.88,0.04,3634244,4279058,3922190,2008-06-13
(주)쎄트렉아이,99320,2018,31.02,-39.69,7.38,2.62,2.14,21.9,2.23,1829995,1549539,1404979,2008-06-13
(주)쎌바이오텍,49960,2019,-27.73,-48.83,19.33,5.01,4.78,3.86,0.02,4700000,4325895,5263676,2002-12-13
(주)쎌바이오텍,49960,2021,-9.93,-17.43,6.16,2.85,2.74,4.28,0.24,4700000,1246566,2990747,2002-12-13
(주)쎌바이오텍,49960,2018,0.37,-2.38,36.24,11.2,10.49,5.78,0,4700000,11221158,10286782,2002-12-13
(주)쎌바이오텍,49960,2020,0.36,-31.19,7.53,3.34,3.22,3.94,0.04,4700000,1691147,3621929,2002-12-13
(주)쏠리드,50890,2020,-7.18,0,-2.93,0.03,0.01,118.49,27.06,26092588,-1750491,38150,2005-07-08
(주)쏠리드,50890,2021,-0.74,0,-2.84,-1.87,-0.92,91.09,23.93,30000000,-1685576,-2710432,2005-07-08
(주)쏠리드,50890,2019,-12.37,0,-7.21,-1.7,-0.7,122.61,21.94,26092588,-4638698,-1807701,2005-07-08
(주)쏠리드,50890,2018,2.83,0,2.24,-0.25,-0.08,166.55,20.55,24945957,1644016,-226802,2005-07-08
(주)씨씨에스충북방송,66790,2018,-0.62,0,-6.68,-4.97,-3.75,27.89,9.45,42782168,-697171,-1645865,2003-05-30
(주)씨씨에스충북방송,66790,2021,-4.03,0,-1.64,7.19,5.62,15.78,5.57,28002533,-151568,1801041,2003-05-30
(주)씨씨에스충북방송,66790,2020,-3.87,0,0.75,-6.18,-4.15,43.71,7.45,22988084,72480,-1431746,2003-05-30
(주)씨씨에스충북방송,66790,2019,-3.83,0,-2.15,-0.07,-0.05,53.62,8.98,42782168,-215811,-20512,2003-05-30
(주)씨아이테크,4920,2020,2.75,0,-13.21,-24.03,-16.06,83.2,18.84,12035386,-1023815,-6887092,1989-11-30
(주)씨아이테크,4920,2021,-2.5,0,-13.47,-18.75,-12.82,22.2,3.99,19975860,-1017452,-6033189,1989-11-30
(주)씨아이테크,4920,2019,41,0,-9.01,0.24,0.19,22.91,8.51,27106158,-679260,64876,1989-11-30
(주)씨아이테크,4920,2018,4.01,0,-17.36,-3.18,-2.44,39.43,19.48,23868695,-928295,-809187,1989-11-30
(주)씨앤씨인터내셔널,352480,2021,,,,,,,,667596,163620,-10749454,2021-05-17
(주)씨앤투스성진,352700,2021,,,,,,,,4997766,28776931,23269369,2021-01-28
(주)씨에스,65770,2020,21.49,0,-1.88,-0.76,-0.59,27.43,2.96,9417575,-349604,-167678,2004-06-04
(주)씨에스,65770,2021,-7.26,0,-2.53,-1.87,-1.32,56.25,11.25,9667579,-435881,-421252,2004-06-04
(주)씨에스,65770,2018,6.72,0,-4.42,7.06,3.43,58.73,0,9417575,-825060,1369441,2004-06-04
(주)씨에스,65770,2019,-18.09,0,-4.65,-2.02,-1.4,30.18,0.93,9417575,-712061,-428427,2004-06-04
(주)씨에스에이코스믹,83660,2020,-20.22,0,6.77,7.67,4.31,78.06,20.58,18536023,1825637,1870595,2006-07-25
(주)씨에스에이코스믹,83660,2021,-40.21,0,-11.56,-11.12,-5.22,225.34,42.85,18967057,-1863410,-1988012,2006-07-25
(주)씨에스에이코스믹,83660,2019,14.81,0,-6.33,-10.13,-5.91,77.9,11.02,9873821,-2140481,-2272986,2006-07-25
(주)씨에스에이코스믹,83660,2018,92.91,0,-1.46,-2.15,-1.49,65.14,7.58,9873821,-429588,-557096,2006-07-25
(주)씨엔알리서치,359090,2021,0,0,0,-0.05,-0.04,14.44,,701000,,-5817,2020-09-23
(주)씨엔알리서치,359090,2020,,,,,,,,101000,,-4912,2020-09-23
(주)씨엠에스에듀,225330,2019,13.04,-40.72,12.64,6.77,3.54,140.39,38.3,9476384,4990276,3097677,2016-04-07
(주)씨엠에스에듀,225330,2021,8.53,17.01,15.1,12.86,5.41,131.11,32.22,9476384,7120587,5468513,2016-04-07
(주)씨엠에스에듀,225330,2018,7.05,-10.27,18.55,10.7,7.31,51.07,20.38,9317384,6478969,5225498,2016-04-07
(주)씨엠에스에듀,225330,2020,10.01,50.87,14.58,11.34,4.68,144.72,34.14,9476384,6335976,4673501,2016-04-07
(주)씨유메디칼시스템,115480,2020,-17.64,0,2.32,-1.68,-0.92,72.77,34.6,11459988,705914,-886286,2011-12-15
(주)씨유메디칼시스템,115480,2021,-56.93,0,8.72,-2.33,-1.35,73.9,32.67,13484963,1144870,-1150072,2011-12-15
(주)씨유메디칼시스템,115480,2019,18.95,673.62,0.78,0.79,0.44,94.1,40.07,7945490,290294,367429,2011-12-15
(주)씨유메디칼시스템,115480,2018,9.02,-81.66,0.61,0.1,0.07,63.19,29.95,7945490,191143,47495,2011-12-15
(주)씨제이이엔엠,35760,2019,182.86,63.38,10.79,6.83,3.76,84.92,23.69,110577370,169723753,110648126,1999-11-23
(주)씨제이이엔엠,35760,2018,-1.59,6.88,15.01,9.87,6.24,68.62,13.43,31077590,83514585,67722852,1999-11-23
(주)씨제이이엔엠,35760,2020,-16.53,22.69,7.63,4.97,2.85,64.92,20.85,110577370,100167708,135754105,1999-11-23
(주)씨제이이엔엠,35760,2021,5.18,3.44,13.46,4.58,2.86,56.34,16.16,110577370,185910190,140419675,1999-11-23
(주)씨젠,96530,2020,531.94,774.18,55.81,58.96,41.54,52.72,3.79,13117010,154871500,118836916,2010-09-10
(주)씨젠,96530,2019,11.21,258.61,19.23,9.37,7.95,21.49,4.42,13117010,8445782,13594034,2010-09-10
(주)씨젠,96530,2018,12.56,123.83,11.24,2.53,1.98,14.57,1.73,13117010,4438480,3790793,2010-09-10
(주)씨젠,96530,2021,87.09,78.86,51.73,39.26,27.97,36.36,9.35,26112997,268580712,212548388,2010-09-10
(주)씨티씨바이오,60590,2020,-1.17,0,3.49,-18.29,-8.35,112.84,29.52,10374039,1719493,-14578561,2002-02-21
(주)씨티씨바이오,60590,2021,-2.25,0,2.83,1.4,0.74,68.1,23.29,11337162,1364398,1208377,2002-02-21
(주)씨티씨바이오,60590,2019,-3.5,0,1.19,-5.85,-2.42,125.31,38.34,9655261,593493,-4427717,2002-02-21
(주)씨티씨바이오,60590,2018,13.09,0,1.95,-1.06,-0.46,160.7,37.79,8812567,1005157,-838012,2002-02-21
(주)씨티케이,260930,2020,-35.07,-66.74,6.54,1.71,1.55,9.12,0.14,5061076,2762545,3024532,2017-12-07
(주)씨티케이,260930,2021,9.74,29.05,4.32,2.17,1.98,10.55,0.11,9670796,2004121,3903066,2017-12-07
(주)씨티케이,260930,2019,57.85,179.21,11.15,5.19,4.59,11.53,0.14,5061076,7252723,9094094,2017-12-07
(주)씨티케이,260930,2018,0,0,-0.25,1.89,1.65,14.55,0,5061076,-103850,3257099,2017-12-07
(주)아가방앤컴퍼니,13990,2020,-4.37,0,-4.67,-0.9,-0.69,35.57,3,16443768,-2710958,-1279736,2002-01-17
(주)아가방앤컴퍼니,13990,2021,15.12,0,2.16,-0.3,-0.22,35.63,2.83,16443768,1445776,-395624,2002-01-17
(주)아가방앤컴퍼니,13990,2019,7.53,0,-1.02,-1.13,-0.91,25.15,0.96,16443768,-621501,-1765018,2002-01-17
(주)아가방앤컴퍼니,13990,2018,-18.4,0,-4.83,-1.69,-1.36,23.07,0,16443768,-2726073,-2809234,2002-01-17
(주)아나패스,123860,2019,5.25,0,-29.99,-7.98,-6.06,33.79,0.07,5063850,-7754313,-5718500,2010-11-05
(주)아나패스,123860,2021,-50.42,0,25.44,24.59,9.58,165.49,20.71,5664317,7648576,9515201,2010-11-05
(주)아나패스,123860,2020,134.51,0,-22.78,-23.96,-13.81,147.73,36.5,5063850,-13816048,-13371257,2010-11-05
(주)아나패스,123860,2018,-44.18,0,-17.73,-5.15,-3.94,29.35,12.55,5063850,-4355858,-3805208,2010-11-05
(주)아난티,25980,2019,34.24,623.56,21.89,4.15,2.04,99.2,14.98,8232092,7967863,10819552,1996-01-06
(주)아난티,25980,2021,275.03,0,57.32,5.45,2.98,82.98,13.06,8523086,45505389,17151541,1996-01-06
(주)아난티,25980,2020,-41.84,0,-24.15,-2.92,-1.53,83.2,16.22,8485331,-5110989,-8495708,1996-01-06
(주)아난티,25980,2018,45.33,0,23.08,0.62,0.31,107.88,19.3,8232092,6257550,1495319,1996-01-06
(주)아모그린텍,125210,2021,14.7,0,-0.7,-2.74,-1.04,182.28,37.91,8248395,-390947,-1019623,2019-03-28
(주)아모그린텍,125210,2020,9.54,0,-2.1,-6.89,-2.91,146,37.68,8248395,-1020782,-2448409,2019-03-28
(주)아모그린텍,125210,2019,0,0,2.04,1.75,0.77,127.71,31.93,8248395,905860,308015,2019-03-28
(주)아모레퍼시픽,90430,2020,-22.56,-29.08,10.42,3.3,2.98,9.55,0.82,34508160,163488244,143493745,2006-06-29
(주)아모레퍼시픽,90430,2021,10.65,26.49,12.93,4.04,3.67,10.22,0.3,34508160,224495052,181499445,2006-06-29
(주)아모레퍼시픽,90430,2019,3.63,-8.41,13.32,4.81,4.2,12.08,1.36,34508160,269820459,202330794,2006-06-29
(주)아모레퍼시픽,90430,2018,-4.1,-13.31,14.67,5.45,4.62,16.91,0,34508160,286777751,220910608,2006-06-29
(주)아모레퍼시픽그룹,2790,2019,-3,10.14,77.17,2.94,2.86,2.67,0.08,44450975,45089788,49892533,1973-04-30
(주)아모레퍼시픽그룹,2790,2018,-29.19,-30.93,74.95,2.67,2.59,2.79,0,44450975,45150459,45300205,1973-04-30
(주)아모레퍼시픽그룹,2790,2021,-30.01,255.6,68.91,6.16,5.99,2.96,0.03,47997075,21928146,124426054,1973-04-30
(주)아모레퍼시픽그룹,2790,2020,-22.2,-29.87,73,1.9,1.85,2.78,0.06,47997075,33186469,34990745,1973-04-30
(주)아모센스,357580,2021,0,0,-16.08,-11.23,-4.67,140.34,35.22,5614643,-3563820,-4153737,2021-06-25
(주)아모센스,357580,2020,,,,,,,,4462378,-5150582,-10642264,2021-06-25
(주)아모텍,52710,2018,-11.17,-41.04,8.76,4.61,2.45,83.69,32.56,4871703,11951126,9386804,2003-08-01
(주)아모텍,52710,2021,-6.32,0,-8.6,-1.31,-0.59,124.88,41.84,4871703,-7672009,-2674008,2003-08-01
(주)아모텍,52710,2020,-20.38,0,-2.07,-1.6,-0.76,119.35,43.12,4871703,-1975465,-3367890,2003-08-01
(주)아모텍,52710,2019,-12.28,0,1.61,-0.45,-0.23,101.37,37.26,4871703,1929833,-962197,2003-08-01
(주)아미노로직스,74430,2020,-17.74,-67.08,18.13,0.9,0.81,10.66,3.03,8782684,1481065,480716,2004-06-04
(주)아미노로직스,74430,2021,45.51,1026.18,21.63,9.73,8.8,10.48,2.63,8782684,2571993,5413740,2004-06-04
(주)아미노로직스,74430,2018,5.77,213.24,26.37,5.57,4.69,18.63,1.77,8782684,2414332,2592357,2004-06-04
(주)아미노로직스,74430,2019,8.47,-43.68,16.47,2.85,2.49,11.32,3.04,8782684,1636046,1460138,2004-06-04
(주)아바코,83930,2020,-43.01,-37.01,13.03,8.15,5.01,60.11,0.44,7998253,11408683,10838990,2005-10-11
(주)아바코,83930,2021,-43.52,-59.37,0.61,3.17,1.95,64.7,2.39,7998253,300439,4403911,2005-10-11
(주)아바코,83930,2019,35.26,63.46,13.41,14.12,7.49,64.88,2.93,7998253,20604489,17206489,2005-10-11
(주)아바코,83930,2018,37.64,0,7.99,10,5.32,116.9,0,7998252,9076521,10526551,2005-10-11
(주)아바텍,149950,2019,4.55,47.55,13,4.33,4.13,4.52,0,8153750,4973707,5976314,2012-11-06
(주)아바텍,149950,2021,12.59,-78.01,-1.46,0.44,0.42,7.2,0,8153750,-567604,611701,2012-11-06
(주)아바텍,149950,2018,-18.03,-47.71,7.54,3.13,2.94,4.87,0,8153750,2760489,4050494,2012-11-06
(주)아바텍,149950,2020,-9.86,-53.46,5.27,2.01,1.9,6.6,0,8153750,1818489,2781531,2012-11-06
(주)아센디오,12170,2018,37.7,0,-64.62,3.53,2.39,45.57,0,89101329,-3793102,2461799,1989-12-20
(주)아센디오,12170,2021,753.65,0,-4.74,-7.94,-5.16,23.94,5.48,31754598,-627573,-1729221,1989-12-20
(주)아센디오,12170,2020,-90.73,0,-236.24,-106.74,-54.64,85.44,3.41,26594767,-3660683,-39925461,1989-12-20
(주)아센디오,12170,2019,184.81,0,-23.88,-9.8,-5.78,99.26,18.18,98642325,-3992281,-5903570,1989-12-20
(주)아스타,246720,2020,-78.67,0,-459.81,-5.15,-4.93,7.7,1.32,5741262,-1352889,-1185869,2017-03-20
(주)아스타,246720,2021,90,0,-310.78,-19.65,-16.86,45,7.6,5746262,-1737409,-1887495,2017-03-20
(주)아스타,246720,2018,-1.41,0,-45.98,10.44,9.91,3.72,0,4721262,-441661,1826728,2017-03-20
(주)아스타,246720,2019,43.58,0,-66.96,-3.02,-2.92,2.98,0.99,5741262,-923469,-726510,2017-03-20
(주)아스트,67390,2018,18.29,142.09,2.8,1.97,0.91,138.3,37.65,7857549,1449831,2078568,2014-12-24
(주)아스트,67390,2020,-57.46,0,-0.83,-5.59,-2.54,145.24,40.05,12839826,-230981,-10520165,2014-12-24
(주)아스트,67390,2019,25.92,-29.56,5.08,0.96,0.45,96.29,24.61,12839826,3317419,1464054,2014-12-24
(주)아스트,67390,2021,-13.77,0,-33.01,-4.14,-1.76,124.57,46.71,12847622,-7907929,-7084732,2014-12-24
(주)아스플로,159010,2021,,,,,,,,1898007,3275706,2693808,2021-10-07
(주)아시아경제,127710,2020,-0.48,146.71,14.14,2.22,1.62,38.66,15.95,12754367,2599512,2242366,2015-07-31
(주)아시아경제,127710,2021,12.33,0,20.71,-11.25,-7.17,74.07,8.41,12754367,4277030,-11570731,2015-07-31
(주)아시아경제,127710,2019,-0.11,-75.62,10.38,1.01,0.73,35.21,17.73,12754367,1918374,908902,2015-07-31
(주)아시아경제,127710,2018,9.5,-39.51,19.04,5.37,4.17,43.23,20.67,12622015,3521496,3728666,2015-07-31
(주)아우딘퓨쳐스,227610,2020,-28.59,0,-24.49,-9.55,-6.73,84.43,29.26,5000000,-4591187,-4057665,2017-07-12
(주)아우딘퓨쳐스,227610,2021,15.62,0,-15.38,-18.29,-8.84,138.22,32.37,11089424,-3334524,-4775394,2017-07-12
(주)아우딘퓨쳐스,227610,2019,0,0,4.68,2.68,2.27,18.19,3.27,5000000,1227939,1466236,2017-07-12
(주)아우딘퓨쳐스,227610,2018,,,,,,,,5000000,6761748,7410513,2017-07-12
(주)아이디스,143160,2020,53.58,0,14.94,6.41,5.68,11.81,2.02,5358195,11676281,9812703,2011-09-26
(주)아이디스,143160,2021,9.28,-19.32,10.52,4.84,4.19,18.96,3.3,5358195,8984958,7917122,2011-09-26
(주)아이디스,143160,2019,9.25,0,2.56,-0.74,-0.66,13.79,3.27,5358195,1301883,-1093530,2011-09-26
(주)아이디스,143160,2018,-8.43,-97.39,-4.74,0.25,0.22,10.49,0,5358195,-2209846,371571,2011-09-26
(주)아이디스홀딩스,54800,2020,-13.71,-0.89,43.27,2.67,1.6,67.97,37.82,5173878,1526086,4380140,2001-09-27
(주)아이디스홀딩스,54800,2021,-0.11,-4.83,42.79,2.61,1.56,66.52,37.08,5173878,1507512,4168620,2001-09-27
(주)아이디스홀딩스,54800,2019,7.29,22.58,52.7,2.61,1.57,64.83,36.89,5173878,2153797,4419695,2001-09-27
(주)아이디스홀딩스,54800,2018,-39.56,-5.09,51.18,2.18,1.56,67.98,37.87,5173878,1949441,3605498,2001-09-27
(주)아이마켓코리아,122900,2020,-14.56,-19.58,1.09,4.87,2.41,97.65,5.36,18166670,10613024,18002969,2010-07-30
(주)아이마켓코리아,122900,2018,-6.38,-17.75,0.75,4.22,2.18,89.35,0,18166670,8304889,16248960,2010-07-30
(주)아이마켓코리아,122900,2021,16.36,41.47,1.15,6.96,3.4,111.79,4.31,18166670,13033710,25469012,2010-07-30
(주)아이마켓코리아,122900,2019,2.5,37.77,1.5,5.85,2.95,107.03,4.94,18166670,17081840,22386876,2010-07-30
(주)아이비김영,339950,2021,0,0,11.74,5.89,3.3,78.53,13.59,4494666,2570765,2123723,2019-12-24
(주)아이비김영,339950,2020,,,,,,,,654000,,41795,2019-12-24
(주)아이센스,99190,2018,3.26,-6.39,15.69,5.55,4.24,28.73,12.92,6868619,10537644,9716941,2013-01-30
(주)아이센스,99190,2021,11.78,16.34,17.99,6.89,5.45,30.16,12.48,6868619,16562102,15627911,2013-01-30
(주)아이센스,99190,2019,8.81,76.4,18.59,9,7.05,26.76,11.27,6868619,13585150,17140746,2013-01-30
(주)아이센스,99190,2020,12.7,-21.63,17.42,6.51,5.24,22.14,9.15,6868619,14350560,13433127,2013-01-30
(주)아이스크림에듀,289010,2021,0,0,-9.74,-9.84,-7.09,38.82,3.37,6432019,-6312787,-6503608,2019-07-11
(주)아이스크림에듀,289010,2020,,,,,,,,6432019,-2026693,-487842,2019-07-11
(주)아이씨디,40910,2019,-68.35,0,-10.17,-1.62,-1.05,43.54,15.17,8424020,-4199231,-2039067,2011-08-05
(주)아이씨디,40910,2021,-46.33,-90.28,3.63,0.99,0.75,15.08,2.51,9032707,2190382,1618260,2011-08-05
(주)아이씨디,40910,2020,171.97,0,18.49,11.6,7.92,48.85,7.36,8881348,20757374,16654689,2011-08-05
(주)아이씨디,40910,2018,-35.28,3.52,17.89,11.73,6.53,65.28,21.53,8333249,23344290,14726642,2011-08-05
(주)아이씨케이,68940,2020,17.94,0,-8.59,-15.99,-6.67,171.97,52.56,6235944,-1310607,-2134873,2010-10-19
(주)아이씨케이,68940,2021,-16.27,0,-10.59,-26.46,-10.95,119.15,40.82,6935944,-1353791,-4000729,2010-10-19
