회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일,보통주자본금(IFRS),우선주자본금(IFRS)
(주)푸드나무,290720,2021/06,45.17,0,1.6,-0.24,-0.18,31.92,1.06,54027096,1245715,-126508,2018/10/04,3403017,0
(주)푸드나무,290720,2020/06,70.64,-3.04,5.13,4.53,3.78,26.61,0.63,52292118,2746651,2309354,2018/10/04,3403017,0
(주)푸드나무,290720,2018/06,,,,,,,,12532379,3500467,3136700,2018/10/04,2705744,0
(주)푸드나무,290720,2019/06,0,0,8.11,4.8,4.25,12.99,0.97,49653742,2543483,2381850,2018/10/04,3403017,0
(주)푸드웰,005670,2020/06,-7.93,-94.32,1.86,2.28,1.47,50.67,17.37,69711757,634351,1614381,1993/12/07,5000000,0
(주)푸드웰,005670,2018/06,-10.34,64.78,2.52,2.38,1.19,99.71,34.74,42526903,781848,1012425,1993/12/07,4000000,0
(주)푸드웰,005670,2021/06,-20.76,-23.67,0.29,1.76,1.2,41.92,18.22,70566217,77179,1232305,1993/12/07,5000000,0
(주)푸드웰,005670,2019/06,19.24,2707.53,1.57,49.79,28.5,59.82,15.96,71646291,580778,28424184,1993/12/07,4000000,0
(주)푸른기술,094940,2021/06,43.64,0,-5.56,1.68,1.29,34.25,9.51,30061258,-688392,488234,2007/09/14,4180693,0
(주)푸른기술,094940,2018/06,17.58,33.52,1.98,1.95,1.45,36.14,10.69,25279510,189949,477740,2007/09/14,3287101,0
(주)푸른기술,094940,2019/06,4.18,-15.91,-2.61,1.56,1.16,31.08,11.18,26366996,-261410,401714,2007/09/14,3287101,0
(주)푸른기술,094940,2020/06,-13.83,0,-2.61,-0.42,-0.32,26.22,11.31,27926464,-225131,-112968,2007/09/14,3287101,0
(주)푸른상호저축은행,007330,2019/06,-3.71,-11.8,47.34,5.33,1.29,307.77,,253431191,0,13084275,1993/12/07,15082800,0
(주)푸른상호저축은행,007330,2018/06,4.66,8.45,51.37,6.43,1.52,321.6,,237804503,0,14834799,1993/12/07,15082800,0
(주)푸른상호저축은행,007330,2020/06,-9.43,-21.19,39.39,3.97,1.04,259.13,,266586156,0,10311893,1993/12/07,15082800,0
(주)푸른상호저축은행,007330,2021/06,-1.04,17.62,34.37,4.41,1.16,298.5,,283648824,0,12128730,1993/12/07,15082800,0
(주)풀무원,017810,2021/06,18.91,67.87,27.9,3.62,2.93,28.74,18.3,504576637,18388622,17415469,1995/10/05,19060270,2017290
(주)풀무원,017810,2020/06,37.81,29.33,20.59,2.46,2.03,17.19,10.9,458503816,11412900,10374637,1995/10/05,19045475,2017290
(주)풀무원,017810,2019/06,-11.34,-47.95,24.19,2.09,1.67,25.72,16.15,385175194,9729402,8022028,1995/10/05,19045475,2017290
(주)풀무원,017810,2018/06,9.95,30.41,39.09,4.46,3.47,23.65,16.57,383993174,17736687,15410815,1995/10/05,19045475,2017290
(주)풍강,093380,2019/02,5.17,56.64,1.8,1.94,1.25,55.22,23.39,63074598,729900,1213158,2007/06/01,4939657,0
(주)풍강,093380,2021/02,10.86,353.49,6.04,3.05,2.11,40.55,14.82,62596717,2385204,1889274,2007/06/01,4939657,0
(주)풍강,093380,2020/02,-11.98,-65.66,-0.1,0.67,0.44,47.77,20.42,61487680,-35288,416612,2007/06/01,4939657,0
(주)풍산,103140,2020/06,-2.99,-44.85,3.49,0.51,0.31,60.38,24.65,1382227118,30095237,7033836,2008/07/30,140121390,0
(주)풍산,103140,2021/06,32.51,1693.86,10.01,8.58,5.25,65.95,26.15,1559422986,114439404,126176872,2008/07/30,140121390,0
(주)풍산,103140,2019/06,-17.11,-77.91,3.33,0.93,0.52,71.71,28.58,1386763872,29600760,12753245,2008/07/30,140121390,0
(주)풍산,103140,2018/06,0.76,-46.01,5.73,4.33,2.34,85.37,29,1354250240,61530793,57724683,2008/07/30,140121390,0
(주)풍산홀딩스,005810,2021/06,21.45,52.27,15.11,1.94,1.74,10.71,0.06,428148170,8654234,8311241,1988/07/28,61405695,0
(주)풍산홀딩스,005810,2018/06,3.18,1.49,20.94,2.76,2.47,11.64,0,441771899,12780850,12125654,1988/07/28,45175835,0
(주)풍산홀딩스,005810,2019/06,-12.9,-23.21,15.56,2.11,1.9,11.14,0.08,439742536,8271381,9311698,1988/07/28,45175835,0
(주)풍산홀딩스,005810,2020/06,-11.27,-41.38,11.24,1.26,1.13,11.82,0.1,428944754,5300768,5458134,1988/07/28,45175835,0
(주)퓨쳐켐,220100,2021/06,53.15,0,-105.36,1.97,1.3,5.88,3.14,60180994,-3821762,687053,2016/12/01,6822986,0
(주)퓨쳐켐,220100,2020/06,36.55,0,-95.36,-39.75,-11.41,338.13,54.87,9497731,-2258585,-5246617,2016/12/01,2906343,0
(주)퓨쳐켐,220100,2019/06,73.36,0,-119.84,-2.58,-1.02,198.02,43.45,16897411,-2078671,-543577,2016/12/01,2874570,0
(주)퓨쳐켐,220100,2018/06,1.91,0,-214.67,-9.62,-6.09,123.83,30.11,25166017,-2147797,-2643162,2016/12/01,2811070,0
(주)프럼파스트,035200,2021/06,11.25,18.95,8.54,3.27,2.96,11.17,1.08,34146251,1197661,1107273,2002/01/15,4865295,0
(주)프럼파스트,035200,2020/06,-18.28,-21.31,8.31,2.73,2.46,9.51,1.02,33627360,1046852,930897,2002/01/15,4865295,0
(주)프럼파스트,035200,2018/06,-25.17,-37.48,11.77,4.9,4,14.95,3.6,33515318,1991138,1570340,2002/01/15,4423059,0
(주)프럼파스트,035200,2019/06,-8.82,-24.67,9.31,3.47,3.05,12.51,0.71,34618015,1435304,1183000,2002/01/15,4865295,0
(주)프로스테믹스,203690,2021/06,271.94,273.27,-6.74,8.06,4.75,142.5,51.64,24179718,-1046752,2152446,2014/09/30,4575695,0
(주)프로스테믹스,203690,2019/06,31.6,0,-43.84,-3.68,-3.43,11.75,5.04,30503963,-1272580,-1256193,2014/09/30,4567650,0
(주)프로스테믹스,203690,2020/06,43.8,0,5.97,1.93,1.75,9.42,4.49,29234415,249016,576642,2014/09/30,4575695,0
(주)프로스테믹스,203690,2018/06,-39.39,0,-105.46,-4.95,-4.78,3.57,0,37818528,-2326072,-2014154,2014/09/30,4537482,0
(주)프로이천,321260,2021/06,0,0,0,-0.21,-0.18,17.23,,6787671,,-14015,2019/05/31,349000,0
(주)프로이천,321260,2019/06,,,,,,,,6752417,,-6077,2019/05/31,349000,0
(주)프로이천,321260,2020/06,0,0,0,0.15,0.12,16.98,,6789000,,9846,2019/05/31,349000,0
(주)프로텍,053610,2018/06,20.2,4.83,21.86,8.9,7.32,12.96,1.67,159025154,14386965,13094513,2001/08/17,4730102,0
(주)프로텍,053610,2021/06,200.66,866.74,29.86,10.05,9.23,12.75,0.01,223274019,25342740,21197301,2001/08/17,5500000,0
(주)프로텍,053610,2020/06,-78.1,-92.44,6.49,1.1,1,4.46,0.01,198706312,1831756,2192661,2001/08/17,5500000,0
(주)프로텍,053610,2019/06,95.8,121.61,28.95,16.11,14.14,14.73,1.33,201166650,37311396,29018692,2001/08/17,5159181,0
(주)프롬바이오,377220,2021/06,,,,,,,,53161264,14899190,12241573,2021/09/28,1187500,0
(주)프리엠스,053160,2021/06,28.13,0,9.29,2.08,1.9,12.12,0.43,56782548,1118635,1030466,2001/10/30,3000000,0
(주)프리엠스,053160,2020/06,-14.59,0,-9.06,-0.92,-0.86,5.85,0.41,42348249,-851930,-407233,2001/10/30,3000000,0
(주)프리엠스,053160,2019/06,-26.14,-32.54,4.93,2.34,2.16,7.71,0,45816768,542239,1057206,2001/10/30,3000000,0
(주)프리엠스,053160,2018/06,2.3,145.18,6.68,3.61,3.29,9.68,0.14,44433654,995178,1567165,2001/10/30,3000000,0
(주)플래티어,367000,2021,,,,,,,,,,,,,
(주)플랜티넷,075130,2020/06,-0.71,0,-1.18,2.08,1.93,7.17,0.28,59753999,-53067,1241324,2005/06/10,4480000,0
(주)플랜티넷,075130,2021/06,39.67,-77,-10.34,0.48,0.45,7.09,0.28,58409705,-648500,285479,2005/06/10,4480000,0
(주)플랜티넷,075130,2018/06,-1.34,-59.71,12.31,0.77,0.72,8.6,0,62295595,948699,497338,2005/06/10,4480000,0
(주)플랜티넷,075130,2019/06,-41.34,0,8.04,-0.11,-0.1,7.83,0.09,59825774,363543,-66171,2005/06/10,4480000,0
(주)플레이그램,009810,2021/06,71.94,0,-3.09,-0.17,-0.15,9.83,0.83,64397256,-598944,-99660,1988/08/31,7943921,9
(주)플레이그램,009810,2020/06,81.41,240.45,-10.1,7.12,6.48,18.08,7.21,49828683,-1138710,3567943,1988/08/31,41789214,87
(주)플레이그램,009810,2018/06,-89.57,0,-31.34,-7.29,-6.42,3.22,2.26,56513670,-878165,-4324744,1988/08/31,40333238,87
(주)플레이그램,009810,2019/06,121.83,0,-12.11,1.96,1.91,1.81,0.57,50337454,-752960,1048005,1988/08/31,41789214,87
(주)플레이디,237820,2019/06,,,,,,,,37860993,5463469,4030339,2020/03/12,260900,0
(주)플레이디,237820,2020/06,0,0,3.45,0.77,0.5,52.63,1.33,70449231,513099,542035,2020/03/12,6413570,0
(주)플레이디,237820,2021/06,15.58,138.68,8.41,1.82,1.14,67.12,0.32,71737260,1443786,1293727,2020/03/12,6413570,0
(주)플레이위드,023770,2020/06,604.78,0,34.63,62.8,10.65,280.33,1.72,28394019,10850044,10135621,1994/11/07,4278475,0
(주)플레이위드,023770,2021/06,-75.72,-82.01,9.8,6.27,1.71,252.85,1.14,29770994,745274,1823857,1994/11/07,4351765,0
(주)플레이위드,023770,2019/06,-39.79,0,-43.93,-55.89,-4.79,2021.47,2.5,3884363,-1952863,-4051642,1994/11/07,2066330,0
(주)플레이위드,023770,2018/06,43.59,0,4.11,-6.45,-0.8,716.23,5.47,10613673,303237,-701063,1994/11/07,1730425,0
(주)플리토,300080,2021/06,0,0,-63.29,-16.79,-14.68,14.36,2.18,16800383,-2857542,-2820080,2019/07/17,2604906,0
(주)플리토,300080,2020/06,,,,,,,,22044953,-2358503,-2082242,2019/07/17,2604906,0
(주)피델릭스,032580,2019/06,-31.48,0,-4.69,-3.12,-1.4,105.71,24.64,32641180,-1124328,-930881,1997/04/22,11999933,0
(주)피델릭스,032580,2020/06,24.86,0,-4.63,-5.93,-2.97,93.43,19.47,34039060,-1385159,-1977288,1997/04/22,13149933,0
(주)피델릭스,032580,2021/06,6.8,0,0.63,-1.51,-0.9,43.27,11.02,37111742,201714,-536153,1997/04/22,16566032,0
(주)피델릭스,032580,2018/06,44.64,0,5.18,7.79,3.46,144.14,20.1,27003986,1810364,1987920,1997/04/22,10477811,0
(주)피씨디렉트,051380,2019/06,8.41,31.62,2.05,4.48,2.47,85.58,15.55,33497347,2599092,1431418,2002/02/15,3814768,0
(주)피씨디렉트,051380,2021/06,16.55,147.03,4.67,14.54,7.86,83.97,17.72,46438749,8265445,6115655,2002/02/15,3834268,0
(주)피씨디렉트,051380,2020/06,19.61,72.96,2.45,6.95,3.74,86.39,22.11,37697130,3728334,2475714,2002/02/15,3834268,0
(주)피씨디렉트,051380,2018/06,5.63,-44.07,1.82,3.67,2.1,76.72,22.99,30453507,2138464,1087498,2002/02/15,3770068,0
(주)피에스엠씨,024850,2021/09,40.29,2118.79,7.54,5.38,3.76,48.92,7.85,18542847,1333416,1073068,2001/01/18,20286813,0
(주)피에스엠씨,024850,2020/09,11.28,-94.41,0.76,0.23,0.16,38.06,5.46,21311806,95240,48363,2001/01/18,20008262,0
(주)피에스엠씨,024850,2018/09,0,0,-9.69,-6.1,-4.05,50.78,6.51,18343573,-1037210,-1119027,2001/01/18,19363101,0
(주)피에스엠씨,024850,2019/09,5.79,0,0.7,4.44,3.03,42.87,8.1,20592005,79842,864812,2001/01/18,20008262,0
(주)피에이치씨,057880,2019/06,-38.75,0,-65,-7.25,-4.84,31.14,13.89,35933133,-2024722,-2473448,2003/12/29,20080761,0
(주)피에이치씨,057880,2020/06,50.02,0,-55.34,-66.12,-28.99,390.33,71.3,13287004,-2586318,-16271375,2003/12/29,24262147,0
(주)피에이치씨,057880,2018/06,-39.37,0,-40.35,-8.77,-5.14,70.28,31.84,32346866,-2052002,-2602282,2003/12/29,13499725,0
(주)피에이치씨,057880,2021/06,348.45,0,-6.09,-9.89,-5.79,8.97,1.53,68470444,-1276102,-4043501,2003/12/29,40227756,0
(주)피엔에이치테크,239890,2021/06,,,,,,,,15851233,863741,808032,2021/02/16,2258008,0
(주)피엔티,137400,2020/06,1.24,27.62,10.98,11.83,2.87,305.18,12.79,108237954,19289760,11685259,2012/07/06,10857732,0
(주)피엔티,137400,2018/06,128.78,2.97,2.95,6.47,2.22,196.36,16,79699894,4404116,4753924,2012/07/06,4286452,0
(주)피엔티,137400,2021/06,-0.11,115.6,14.45,19.56,6.09,160.51,11.98,149425705,25359360,25193842,2012/07/06,11370599,0
(주)피엔티,137400,2019/06,16.19,92.6,5.74,10.83,2.99,321.81,12.59,89377237,9957586,9156141,2012/07/06,8864714,0
(주)피엔풍년,024940,2020/06,3.71,-59.76,2.02,5.18,3.93,27.23,1,39230662,593393,1995330,1995/01/04,5000000,0
(주)피엔풍년,024940,2019/06,-13.09,1032.89,-3.42,14.13,9.92,36.31,1.94,37815476,-970507,4958545,1995/01/04,5000000,0
(주)피엔풍년,024940,2021/06,-4.94,-29.95,5.62,3.35,2.71,20.43,0.15,44101564,1570976,1397751,1995/01/04,5000000,0
(주)피엔풍년,024940,2018/06,-3.55,135.57,0.95,1.38,0.93,49.56,16.12,32348890,309350,437691,1995/01/04,5000000,0
(주)피제이메탈,128660,2021/06,66.8,1525.86,9.85,16.73,10.51,63.47,31.73,47576388,9605271,7200060,2010/12/13,12401685,0
(주)피제이메탈,128660,2020/06,-23.25,-73.67,2.94,1.13,0.69,53.98,30.19,38479722,1718003,442847,2010/12/13,12401684,0
(주)피제이메탈,128660,2019/06,18.73,-22.16,4.28,4.2,2.41,70.27,34.56,40088153,3260344,1682024,2010/12/13,12401685,0
(주)피제이메탈,128660,2018/06,-9.92,-27.14,4.86,5.53,2.98,78.27,38.64,40065020,3117319,2160979,2010/12/13,12401685,0
(주)피제이전자,006140,2021/06,19.94,94.56,4.83,4.51,3.28,44.15,15.93,112352581,2801426,4952932,1993/12/07,7500000,0
(주)피제이전자,006140,2018/06,7.03,-17.87,5.61,2.59,2.1,25.14,4.54,100395838,2912829,2561206,1993/12/07,5000000,0
(주)피제이전자,006140,2020/06,5.06,-8.3,6.23,2.4,1.84,29.9,9.13,107483064,3013473,2545705,1993/12/07,7500000,0
(주)피제이전자,006140,2019/06,-11.23,8.39,7.02,2.7,2.11,30.91,9.25,104926461,3234866,2776179,1993/12/07,7500000,0
(주)피코그램,376180,2021/06,,,,,,,,15161742,1962764,1533294,2021/11/03,213158,0
(주)피플바이오,304840,2020/06,,,,,,,,1253123,-1856058,-1774704,2020/10/19,2494735,0
(주)피플바이오,304840,2021/06,0,0,-2915.01,-21.65,-7.99,170.86,35.95,17906398,-3233615,-3876031,2020/10/19,5622470,290541
(주)피피아이,062970,2019/06,,,,,,,,15352831,2133903,2268018,2019/12/26,4139092,0
(주)피피아이,062970,2021/06,-36.71,0,-101.81,-34.19,-16.69,142.04,40.37,12467465,-6610321,-5631487,2019/12/26,4654093,0
(주)피피아이,062970,2020/06,0,0,-25.69,-9.53,-5.23,82.14,24.1,20472586,-2635204,-1952056,2019/12/26,4654093,0
(주)픽셀플러스,087600,2021/06,17.9,0,-1.97,-0.15,-0.14,10.6,1.15,80368965,-413941,-116410,2015/06/12,4083279,0
(주)픽셀플러스,087600,2020/06,3.1,0,0.57,2.32,2.19,5.91,1.17,78229804,101722,1846170,2015/06/12,4083279,0
(주)픽셀플러스,087600,2018/06,-29.43,0,-15.43,-3.03,-2.87,4.18,0,91886894,-3105206,-2830765,2015/06/12,4083279,0
(주)픽셀플러스,087600,2019/06,-14,0,-26.77,-4.1,-3.91,5.46,0.35,80967640,-4630800,-3544349,2015/06/12,4083279,0
(주)필옵틱스,161580,2021/06,-74.65,-76.8,-33.4,2.57,1.09,81.93,34.48,102241020,-9195666,2232925,2017/06/01,10340253,456141
(주)필옵틱스,161580,2020/06,60.39,0,9.37,14.57,4.72,212.72,43.96,71726633,10176075,9625866,2017/06/01,9430051,0
(주)필옵틱스,161580,2019/06,129.99,0,-7.07,-8.52,-3.78,203.3,38.07,60429314,-4787840,-6140931,2017/06/01,8656806,0
(주)필옵틱스,161580,2018/06,0,0,-40.75,-13.74,-8.13,69.14,28.8,83699348,-11995542,-11504122,2017/06/01,8636199,0
(주)핌스,347770,2020/06,,,,,,,,19846060,4553717,4367394,2020/09/18,2906156,0
(주)핌스,347770,2021/06,0,0,12.72,7.63,5.04,51.5,11.94,53040991,3432080,4048238,2020/09/18,3753936,0
(주)핑거,163730,2021/06,,,,,,,,39904848,1436136,-3271415,2021/01/29,4619507,0
(주)하나금융지주,086790,2021/06,66.2,84.13,90.45,4.59,3.4,36.38,,17342076000,818893000,781055000,2005/12/12,1501210000,0
(주)하나금융지주,086790,2018/06,71.2,79.74,93.27,7.1,5.45,29.07,,15807395000,1103663000,1088003000,2005/12/12,1501210000,0
(주)하나금융지주,086790,2019/06,-23.22,-25.87,90.74,5,3.88,28.95,,16455834000,832170000,806578000,2005/12/12,1501210000,0
(주)하나금융지주,086790,2020/06,-40.9,-47.41,82.25,2.56,1.95,33.25,,16711699000,454265000,424176000,2005/12/12,1501210000,0
(주)하나기술,299030,2020/06,,,,,,,,19935356,4560617,3576754,2020/11/25,1205267,0
(주)하나기술,299030,2021/06,0,0,-17.98,-4.82,-1.82,165.06,30.86,52172505,-5047174,-2514656,2020/11/25,3712401,0
(주)하나투어,039130,2021/06,-93,0,-1013.56,-32.01,-14.07,193.97,33.51,107254507,-48852169,-52027330,2011/11/01,6969593,0
(주)하나투어,039130,2020/06,-73.94,0,-51.95,-19.98,-9.12,94.88,24.84,217797337,-35769038,-40694307,2011/11/01,6969593,0
(주)하나투어,039130,2019/06,-7.13,0.23,4.54,7.56,3.11,146.74,1.22,189654129,11998536,14366748,2011/11/01,5808092,0
(주)하나투어,039130,2018/06,30.7,848.44,6.22,8.07,3.32,138.54,0,190612172,17707850,14334111,2011/11/01,5808093,0
(주)하림,136480,2021/06,24.61,0,3.53,5.14,1.81,155.23,49.29,297886200,17670271,14503420,2011/05/02,53104851,0
(주)하림,136480,2020/06,-5.12,0,-0.57,-4.1,-1.32,216.74,58.01,266350706,-2271343,-11241553,2011/05/02,53104851,0
(주)하림,136480,2019/06,10.67,0,-1.33,-5.06,-1.87,206.04,55.61,282634025,-5650675,-14602911,2011/05/02,43472969,0
(주)하림,136480,2018/06,-14.47,0,-2.29,-4.54,-1.93,136.26,42.55,294018504,-8767773,-11800298,2011/05/02,43472969,0
(주)하림지주,003380,2019/06,-4.32,0,-0.63,1.9,1.28,46.41,29.65,1123687291,-36522,18807761,2017/06/30,9358420,0
(주)하림지주,003380,2018/06,0,0,66.91,-0.09,-0.06,50.47,32.67,854480630,4076278,-746679,2017/06/30,7071800,0
(주)하림지주,003380,2021/06,278.91,0,81.42,2.48,1.57,63.38,36.89,1086594609,29371025,27127976,2017/06/30,9275668,0
(주)하림지주,003380,2020/06,63.31,0,35.17,-0.2,-0.13,53.37,33.11,1099346957,3347816,-2224267,2017/06/30,9275668,0
(주)하이로닉,149980,2021/06,42.81,208.46,20.91,5.86,5.54,6.78,0.01,47106975,1561525,2650739,2014/12/17,1410000,0
(주)하이로닉,149980,2018/06,-3.3,72.86,13.16,2.84,2.64,3.95,0,42765094,989960,1209518,2014/12/17,1409475,0
(주)하이로닉,149980,2019/06,-12.51,97.58,25.39,5.56,5.36,3.56,0,43174328,1671108,2389757,2014/12/17,1410000,0
(주)하이로닉,149980,2020/06,-20.54,-64.04,8.14,1.99,1.91,4.62,0.02,43371784,425446,859360,2014/12/17,1410000,0
(주)하이브,352820,2021/06,0,0,13.21,1.2,0.8,50.48,27.49,1850776604,28895920,22198733,2020/10/15,19501409,0
(주)하이브,352820,2020/06,,,,,,,,187774133,36505018,27132687,2020/10/15,13358096,0
(주)하이비젼시스템,126700,2019/06,-35.88,-57.94,7.63,5.08,3.66,27.49,2.72,118140275,4503551,5701312,2010/09/10,7471056,0
(주)하이비젼시스템,126700,2021/06,69.09,577.01,20.26,14.44,9.08,73.58,2.38,149224504,19564599,19710020,2010/09/10,7471056,0
(주)하이비젼시스템,126700,2020/06,-3.19,-48.94,3.58,2.41,1.79,41.62,2.32,123761646,2043111,2911322,2010/09/10,7471056,0
(주)하이비젼시스템,126700,2018/06,92.86,265.92,14.72,14.67,9.91,51.42,8.07,106349791,13549660,13555002,2010/09/10,7471056,0
(주)하이소닉,106080,2018/06,-37.94,0,-9.17,-16.6,-9.92,48.86,10.41,33342609,-1118787,-5584666,2010/02/09,18165062,0
(주)하이소닉,106080,2020/06,-49.87,0,-44.18,-24.83,-4.68,118.44,47,9602763,-1798850,-1444198,2010/02/09,14765297,0
(주)하이소닉,106080,2021/06,19.17,0,-29.2,-18.43,-9.63,71.68,20.14,13311882,-1416735,-2111277,2010/02/09,21585169,0
(주)하이소닉,106080,2019/06,-33.45,0,-7.92,-3.13,-1.22,1906.14,60.07,2030005,-642950,-552820,2010/02/09,20645684,0
(주)하이스틸,071090,2021/06,37.82,0,12.07,8.1,4.28,87.65,30.53,136992745,12980712,10628603,2003/02/17,9999720,0
(주)하이스틸,071090,2018/06,-2.98,0,-3.8,-2.49,-1.27,88.1,31,132754738,-3187580,-3309999,2003/02/17,9999720,0
(주)하이스틸,071090,2019/06,60.87,0,2.04,1.37,0.74,85.02,31.05,131014462,2757611,1808722,2003/02/17,9999720,0
(주)하이스틸,071090,2020/06,-42.23,0,-2.26,-1.79,-0.95,90.82,32.61,125523227,-1762922,-2298081,2003/02/17,9999720,0
(주)하이텍팜,106190,2021/06,30.69,0,2.2,0.16,0.11,37.49,8.19,94937668,1017578,148397,2010/07/28,3544391,0
(주)하이텍팜,106190,2019/06,-32.13,-75.45,-0.15,0.47,0.36,36.69,7.65,103477826,-38206,485751,2010/07/28,3544391,0
(주)하이텍팜,106190,2020/06,39.73,0,-8.13,-2.65,-1.89,43.38,8.08,95593154,-2881772,-2636412,2010/07/28,3544391,0
(주)하이텍팜,106190,2018/06,13.27,62.85,3.41,1.93,1.62,22.12,0,103479796,1273054,1978256,2010/07/28,3544391,0
(주)하이트론씨스템즈,019490,2019/06,-24.6,0,-12.4,-8.71,-4.3,117.32,27.94,32136467,-2178479,-2885840,1998/11/04,13826838,0
(주)하이트론씨스템즈,019490,2018/06,27.01,0,2.54,1.9,1.13,88.56,18.57,34132860,592957,733316,1998/11/04,13826838,0
(주)하이트론씨스템즈,019490,2021/06,-35.7,0,-34.16,-32.24,-12.2,171.85,23.06,18232899,-3950917,-7621571,1998/11/04,18303360,0
(주)하이트론씨스템즈,019490,2020/06,2.4,0,-19.77,-7.48,-3.15,159.47,30.05,29047182,-3555827,-2289682,1998/11/04,13826838,0
(주)하츠,066130,2020/06,-0.1,128.47,5.01,3.84,3.22,20.71,1.59,85431994,2762425,3209918,2003/02/11,6400000,0
(주)하츠,066130,2019/06,19.23,169.36,2.46,1.73,1.47,17.75,0.38,81826050,1356319,1404971,2003/02/11,6400000,0
(주)하츠,066130,2018/06,-5.53,-77.57,-0.67,0.65,0.55,18.03,0,80573736,-310255,521590,2003/02/11,6400000,0
(주)하츠,066130,2021/06,21.53,114.57,11,7.71,6.4,20.19,0.1,93236886,7374068,6887389,2003/02/11,6400000,0
(주)한국가구,004590,2021/06,24.35,18.77,15.26,4.44,3.82,16.57,2.57,78691725,1211054,3371516,1993/06/03,1500000,0
(주)한국가구,004590,2019/06,-2.41,19.32,-0.88,3.73,3.2,16.99,4.67,72357167,-45823,2610136,1993/06/03,1500000,0
(주)한국가구,004590,2018/06,12.86,55.06,2.3,3.39,2.94,16.24,3.82,67507701,122578,2187490,1993/06/03,1500000,0
(주)한국가구,004590,2020/06,22.95,8.75,7.83,3.9,3.35,16.03,4.09,73226331,499498,2838631,1993/06/03,1500000,0
(주)한국경제티브이,039340,2018/06,33.6,26.35,20.52,7.27,5.97,29.36,6.03,102522635,8215987,7109009,2004/07/30,11500000,0
(주)한국경제티브이,039340,2020/06,-1.8,-19.75,19.48,5.7,4.65,24.13,3.42,123347601,7711246,6822741,2004/07/30,11500000,0
(주)한국경제티브이,039340,2021/06,54.69,98.33,26.17,10.14,8.16,24.58,2.42,143415944,16023155,13531476,2004/07/30,11500000,0
(주)한국경제티브이,039340,2019/06,0.64,19.6,22.45,7.78,6.23,21.04,4.85,116007147,9048843,8502093,2004/07/30,11500000,0
(주)한국비엔씨,256840,2021/06,25.31,0,-56.7,-18.13,-7.29,241.32,45.63,31103374,-6890763,-6055435,2016/12/28,5153164,0
(주)한국비엔씨,256840,2018/06,0,0,0,0.49,0.43,12.01,,13392994,,64963,2016/12/28,683000,0
(주)한국비엔씨,256840,2019/06,0,26.9,0,0.61,0.55,12.05,,13569603,,82438,2016/12/28,683000,0
(주)한국비엔씨,256840,2020/06,0,0,10.36,4.02,2.39,68.04,25.56,35700409,1005136,1433400,2016/12/28,5106005,0
(주)한국전자홀딩스,006200,2021/06,246.39,9291.18,74.11,4.25,4.14,2.88,1.05,118405027,5994142,5154711,1979/11/30,23401568,0
(주)한국전자홀딩스,006200,2019/06,14.98,31.03,27.1,1,0.98,1.76,0.44,129832368,763917,1303195,1979/11/30,23401568,0
(주)한국전자홀딩스,006200,2020/06,-17.17,-95.79,-1.95,0.04,0.04,2.53,1.1,124122600,-45528,54889,1979/11/30,23401568,0
(주)한국전자홀딩스,006200,2018/06,-39.69,-28.74,12.17,0.75,0.71,2.54,1.13,129922754,298400,994557,1979/11/30,23401568,0
(주)한국종합기술,023350,2019/06,-0.22,0,-0.84,0.94,0.4,138.91,21.27,101317154,-819208,950841,2011/04/28,5475000,0
(주)한국종합기술,023350,2018/06,0.25,0,-3.99,-4.36,-2.11,124.46,18.77,101489794,-3881491,-4869379,2011/04/28,5475000,0
(주)한국종합기술,023350,2021/06,-0.38,0,1.78,1.9,0.68,147.28,11.2,138310079,2068331,2198097,2011/04/28,5475000,0
(주)한국종합기술,023350,2020/06,20.16,0,1.08,-0.07,-0.03,224.33,15.31,92802625,1262703,-71305,2011/04/28,5475000,0
(주)한국카본,017960,2020/06,98.93,492.47,16.77,9.06,7.53,23.94,1.59,353030553,35912683,30312548,1995/07/08,21980378,0
(주)한국카본,017960,2019/06,-5.74,1123.54,4.24,1.61,1.4,16.3,0.12,316333722,4564611,5116276,1995/07/08,21980379,0
(주)한국카본,017960,2018/06,-4.1,-96.46,-0.82,0.13,0.11,13.85,0.08,318775674,-938009,418155,1995/07/08,21980379,0
(주)한국카본,017960,2021/06,-3.83,-39.35,9.65,4.83,3.96,20.68,3.37,407632292,19867586,18383731,1995/07/08,21980379,0
(주)한국코퍼레이션,050540,2021/06,-26.85,0,0.08,-2.87,-0.85,639.3,33.35,5545430,31958,-543127,2005/12/12,25392797,0
(주)한국코퍼레이션,050540,2019/06,-11.23,0,-7.99,-20.42,-7.61,168.02,34.15,38534467,-4500733,-6493121,2005/12/12,19392796,0
(주)한국코퍼레이션,050540,2020/06,2.08,0,1.45,3.25,1.21,167.82,29.64,32243691,832240,1151815,2005/12/12,19392797,0
(주)한국코퍼레이션,050540,2018/06,-7.03,0,-8.29,-29.14,-13.92,168.64,17.91,25070674,-5259594,-9740503,2005/12/12,14059356,0
